Query|Document
Find Edgar's Chainsaw in Final Fantasy VI June of 2019|written 06/07/2019 edgar's Chainsaw is one of his most powerful tools. It deals strong damage to one enemy and has a 25% chance to instantly kill that enemy; however, the puzzle you need to complete in order to get your hands on the chainsaw is nothing short of a daunting task.
Beat Fallout 3 New Vegas Faster 08/06/23|published 08/06/23 This is how to beat the game faster and saves you a lot of time. This is a short article but will save you at least 7 missions. 
Clear Freeside of Thugs in Fallout: New Vegas December '18| It's all too easy when entering Freeside to be swarmed by thugs. It's time to put an end to the muggings. Published 12/20/2018
Eliminate the Deathclaws at Quarry Junction in Fallout: New Vegas Oct of 2010|published 10/23/2010 Quarry Junction. It's hard to miss. It's the only place crawling with Deathclaws! How do you get rid of them? Read on to find out. 
02/9/09 get Master Materia in Final Fantasy VII|Final Fantasy VII is a wonderful game. Having a single material that contains all the magics of that family is essential for excelling near the end of the game released 02/09/09
05/24/01 defeat Neslug in the Monster Arena in Final Fantasy X|So, you've beaten nearly all the monster's at the Monster Arena in FFX, but you can't beat this huge slug. Well, here is a strategy that helped me, and will hopefully help you too released 05/24/01
1/16/39 get Onion Knight in Final Fantasy III|posted 01/16/39 Hello there. Today you will learn how to get Onion Knight in FFIII. It is super easy - all you need to do is follow these steps: 
Form a Good Party in Final Fantasy XI 01/8/30|In Final Fantasy XI, there comes a point in the game where it is mandatory to have to associate ones self with others in order to advance. This is a comprehensive guide on how to make a successful party for new players, or people not too familiar with how to make a good party written 01/08/30
Make a Holy Shock Paladin in Diablo 2048 Jun|released 06/26/2048 diablo 2 is a hard game to progress through and sometimes you'll need a little help. With the help of this guide, however, you can create a very powerful character.
Defeat Maat Monk on Final Fantasy XI 2048 Jun|"released 06/26/2048 the Maat fight for Final Fantasy XI must be completed in order to level to 75. Every job has their own unique fight. This is a guide for the job, ""Monk""."
Build a Barbarian in Diablo III Mar '07|Diablo III is an action role playing game set in a fantasy, demonic world where your character must defeat the Lord of Terror - Diablo. Barbarians are savage wanderers who never flinch from close-quarters combat written 03/10/2007
Get Power Armor Training Without Joining the Brotherhood of Steel in Fallout Dec 2009|Let's face it, fighting the Enclave before you get power armor training sucks. You have almost no chance against Enclave tech! So, how can you even the odds posted 12/22/2009
Change the Game Language in Diablo II Lord of Destruction July 2009|"released 07/19/2009 The great game Diablo 2 has no ""change language"" option available. You have to do it at the beginning. And beginning = installation! "
October of 2037 defeat Gi Nattak in Final Fantasy VII|Written 10/03/2037 Gi Nattak, that annoying villain who continually possesses your characters, can be defeated in a very unusual way. 
Get the Best Armour on Fallout 2/03/24|Tired of being killed by Super Mutants, Ghouls, and Raiders because of bad armour? Look no further than this article. The armour is stuff of legend and practically awesome posted 02/03/24
Get Jericho As a Companion in Fallout 2/03/24|Are you hopelessly alone in the Capitol Wasteland? Need some backup while crusading the wastes? Then read on to learn how to get the former Raider Jericho to join your side posted 02/03/24
6/8/20 get the Alien Blaster in Fallout |Ever since Fallout 3, the Alien Blaster has been a recognizable symbol of wasteland power. With the ability to disintegrate even the most powerful of enemies, the Alien Blaster is a weapon to behold Written 06/08/20
6/8/20 get Into National Guard Armory in Fallout | What's inside the armory of the National Guard Depot? How can you access the treasures hidden within? Read on to find out. Written 06/08/20
Get Fawkes As a Companion in Fallout April of 2050| Facing an army of Enclave can be tough. Where can you get some heavy-duty backup? Why, in the dark confinements of Vault 87, of course. Written 04/16/2050
Fast Travel on Fallout March '49|Created 03/05/2049 This is a very simple guide on how to use fast travel in Fallout 3. It's an option in Fallout 3 to get around the huge world fast. 
Learn to Fly in GTA V 10/08/09|Learning how to fly in GTA 5 is very easy and takes only about an hour. Flying makes for a more exciting game, and can be really fun. Read on to learn how to fly, mission by mission Written 10/08/09
Participate in Off Road Races in GTA V 11/12/44|In Grand Theft Auto V, off road races take place on rough terrain in Blaine County. After winning a race, you will be rewarded $500 and the next race will be unlocked released 11/12/44
01/5/48 install Grand Theft Auto V (GTAV) on Xbox |posted 01/05/48 gTA V is the largest Grand Theft Auto game so far and comes with 2 DVD discs for Xbox 360. Luckily, thanks to the way the game is installed, you'll never need to swap discs after the initial installation.
01/5/48 make Franklin Clinton from GTA 5 Look Like Snoop Dogg|posted 01/05/48 Do you want Franklin to look like Snoop Dogg? 
May '16 help the Victim of a Construction Accident in GTA V|Some of the random events in Grand Theft Auto V dont give much in way of rewards. However, all random events contribute to having 100% completion. Thus, while the reward for helping a construction worker escape from an accident is only +2 to your Driving skill, its still helpful Released 05/19/2016
8/8/32 kill the Shop Robbers in GTA V|created 08/08/32 two random events in Grand Theft Auto V require you to kill the robbers of two different shops. These events can be done in any order and are available to any playable character.
Kill the Redneck Border Patrol in GTA V 2 years ago current date:04/06/22|created 01/01/20 there are three random events in Grand Theft Auto V in which youre followed and shot at by rednecks who call themselves the border patrol. Your reward for killing them is the money and ammo they drop.
Have Infinite Money in Grand Theft Auto 5 (GTA V) October 2027|released 10/17/2027 there are no straightforward money cheats in GTA V, but with the right strategy you can get more money than you know what to do with. [1] While a few infinite money exploits did sneak in there, you need the unpatched version to use them, and they're probably slower than making money on the in-game stock market anyway.
Dec '50 kill the Rogue Altruists in GTA V|Posted 12/06/2050 the Altruists are a religious cult comprised mainly of old men in the gaming world of Grand Theft Auto V. They hate technology and believe that all generations after them are the root of societys issues.
Mar 17 help Drunk Drivers in GTA V|Aside from the several missions that players can enjoy in GTA V, there are also Random Events that players can participate in. Helping drunk drivers in GTA V appears at two instances as a Random Event in the game Published 03/07/15
Help the Victim of a Countryside Gang Fight in GTA V 4/25/33|Created 04/25/33 in Grand Theft Auto V, a random event called Countryside Gang Fight can be completed if you save a drug dealer from being killed by members of the Lost MC.
January 25 win at EA Sport's Fifa Soccer 2005 |There's no such thing as an easy goal, right? Well, at least without cheats. Wrong. Follow these steps to win in the following games (all made By EA Sports): FIFA Soccer 2005, FIFA Soccer 2006, FIFA Soccer World Cup Germany 2006 Published 01/04/
October 2050 update FIFA 13 on the PS|created 10/14/2050 prior to the release of FIFA 14, EA Sports released automatic updates for FIFA 13 whenever they became available. Though EA Sports no longer releases updates for FIFA 13, you may still be able to install the latest game and roster updates if its been awhile since you played FIFA 13.
Succeed As a Manager on FIFA 2/28/32|posted 02/28/32 Manager mode is very difficult on FIFA 08. Before starting note this works on all the FIFA games. 
Score from Midfield in FIFA 05/2/10| It is possible to score from midfield in FIFA 14. You just have to know what to do, when. Released 05/02/10
Play FIFA on the Wii Oct 2019|Posted 10/16/2019 while it may not be as flashy as its Xbox 360 and PS3 cousins, FIFA on the Wii is still a rock-solid experience and full of depth. Like all FIFA games, its best played with friends.
Score Easy Goals in a FIFA Game Nov '47|released 11/23/2047 Do you want to be a master in FIFA game then just follow these steps. 
Play FIFA 02/4/35|If you have played FIFA 07, 08 or 09, then playing FIFA 10 will be quite easy. If you are new to FIFA games, this will guide you to becoming a better player Created 02/04/35
Score a Goal Using a 1 Star Team Against a 5 Star Team 02/4/35|Losing and struggling is not an option in FIFA 11. Defeat the monsters of football with a quick and easy step! Are you always losing or are you trying to get a goal against a 5 star team Created 02/04/35
Score a Goal in FIFA 9/25/36| Scoring goals in FIFA 13, like in real football is how you win games. This article explains the easiest/most effective way to score posted 09/25/36
Play FIFA 2008 Manager Mode Apr '16|Fifa 08 is a great game to play, but it does get old just playing other people after a while. Maybe you should try manager mode to make it even more fun! Written 04/12/2016
last year current date: 3/25/2017 play FIFA |Released 01/01/16 fIFA 12 has made some significant changes to the way the game is played compared to previous versions, so newbies and veterans alike have a lot to learn before they can be effective.
January 2 play FIFA 09 on the Nintendo Wii| FIFA 09 is great on the Nintendo Wii. If you don't know how to play it, read this! written 01/19/13
Defeat Kefka in Final Fantasy VI July of 2030|GAME OVER . If this is a familiar screen you see every time you try to fight Kefka, the game's final boss, or the boss at Narshe, then this guide will hopefully give you some tips on victory! created 07/16/2030
Defeat Nemesis in Final Fantasy X 2020 August| So, you made it by every boss in the Monster Arena. But can you take on this deadly fiend? created 08/23/2020
09/18/21 defeat Emerald Weapon in Final Fantasy |Emerald Weapon is likely the most difficult boss in Final Fantasy VII. However, he is also an optional 'superboss', so only the most skilled or completionist players should take him on created 09/18/21
Manually Control a Goalkeeper in FIFA Feb of 2026|"Since EA Sports introduced ""Be A Pro"" mode in FIFA 08, it went through a painstakingly slow and gradual process of tweaking this mode. In its fourth season, it finally completely changed its goalkeeping controls, and allowed ""Be A Goalkeeper"" mode created 02/25/2026"
05/11/38 defeat Dark Aeons|Below are steps you may follow to prepare yourself in battling Dark Aeons in the International version of Final Fantasy X. Dark Aeons are optional bosses that surpass the main antagonist of the game's storyline Written 05/11/38
Apr '15 defeat Diablos in Final Fantasy VIII|FFVIII marks Diablos' first major appearance in the franchise as a Guardian Force (summon). His magic attacks are gravity-based, meaning they inflict damage equal to a certain percentage of the opponent's current HP Created 04/21/2015
Apr '15 defeat Black Elemental in Final Fantasy X |Well, you managed to get to Cloister 40 of the dungeon Via Infinito in Bevelle. But you must face this powerful fiend of the Elemental class. This article will tell you the easiest way to beat him Created 04/21/2015
05/08/23 break a Final Fantasy XI Addiction|"The definition of ""addiction"" is the state of being enslaved by something that is psychologically or physically habit-forming (such as narcotics), to such an extent that to discontinue the habit or practice can lead to severe trauma created 05/08/23"
Sep of 2019 convert Final Fantasy X/X 2 Into D&D Stats| Frustrated by how video game creatures can be converted into 3.5 Dungeons and Dragons stats? Well, don't fear. Published 09/18/2019
Mar 2001 defeat Azi Dahaka in Final Fantasy X |created 03/13/2001 if you couldn't figure out the music puzzles in the Farplane in Final Fantasy X-2, or you just don't want to be bothered doing them, defeating a Azi Dahaka is the only way to continue through the Farplane.
Mar 2001 defeat Angra Mainyu in Final Fantasy X |created 03/13/2001 Angra Mainyu is a really tough boss that is difficult to take on. Here's how, and as long as it is, you will do it after a couple of tries. 
12/27/48 beat Every Boss in Final Fantasy X |Want to defeat tough bosses like Baralai?Or do you just want to defeat that mega tough enemy that looks like a small turtle holding a knife and lamp?If you do, you picked the right article!However, you must already have two or three special dresspheres released 12/27/48
middle of 2001 be a Scholar in Final Fantasy XIV|Being a healer in video games may seem very easy, but there are many things that make them tough to play as, especially at higher levels when there are more numbers flying around the screen! Released 17 days ago current date:07/30/01
March '50 use the Xbox 360 Mic As a Mic in Guitar Hero|So, the other day I was playing Guitar Hero on the Xbox 360 with my brother, and we only have the guitar for it. So we messed about and found a way of using the microphone we use for chatting to people, as the microphone for Guitar Hero! published 03/14/2050
March '50 use Cheats in Guitar Hero | If you've never used cheats on GH 3 it can be a little tricky. Read on for an explanation of the process and several cheats. published 03/14/2050
Two Hand Tap on Guitar Hero 08/01/36|created 08/01/36 we all need a little help in Guitar Hero some time or another, and two hand taping is the way to go. It can help you on hundreds of songs, like: Through The Fire And Flames, Knights Of Cydonia, One, Cliffs of Dover and many more.
Sing in Guitar Hero February of 2027|released 02/06/2027 Some versions of Guitar Hero have more instruments than guitar. In this tutorial you'll get some tips how sing in Guitar Hero. 
Play Guitar Hero 2 Using the Regular Controller February of 2027|released 02/06/2027 so you and your friend want to play Guitar Hero 2 multiplayer, but you only have one guitar, or you have the game but no guitar. No problem! You can just use a regular controller.
Unlock Through the Fire and Flames in Guitar Hero 7/01/27|posted 07/01/27 through the Fire and Flames is the hardest song in Guitar Hero history. It takes a long time to master, and also a while to unlock it. Read on to know how.
Play Guitar Hero Like a Pro 12/6/41|Have you seen kids playing AMAZINGLY on Guitar Hero, but when you pick up the axe, you fail miserably? Fear not, rocker! This guide will have you playing like a pro! posted 12/06/41
5/12/04 play Guitar Hero: Aerosmith Wii With the Wii Remote|posted 05/12/04 ok, you JUST got Guitar Hero Aerosmith for your Wii, and you and all of your friends are opening the box, When you realize,IT ONLY COMES WITH 1 GUITAR!
08/13/31 stop Playing Guitar Hero All the Time|created 08/13/31 if you're reading this, I can probably guess you're favorite game: Guitar Hero. Sure, it's fun, but it isn't that important. If you want to stop playing Guitar Hero til dawn, read on.
2014 Aug prevent Guitar Hero World Tour Drum Kick Pedal from Slipping on Carpet|Published 08/02/2014 while the included rubber pads and velcro work for most floor surfaces, on some carpets (carpets without much fuzz) the kick pedal will still drift significantly.
10/6/25 play Guitar Hero Left Handed|posted 10/06/25 if you are left handed, you might feel more comfortable with playing Guitar Hero by reversing the settings. The buttons will be at the opposite side as compared to playing right handed.
Create a Character in Fallout 9/03/34|published 09/03/34 fallout 4 is the long-awaited sequel in the Fallout franchise, taking place in a post-apocalyptic Massachusetts. It features one of the most advanced character creation systems in video games.
Download Mods on Fallout 4 for PlayStation 9/24/26|So, you've waited forever for Fallout 4 mods on PlayStation 4. Now that they're out, you have no idea how to install them! Don't worry; it's not difficult once you know how Posted 09/24/26
Play Guitar Hero in Real Life 9/24/26|Guitar Hero is a super fun game that many people enjoy. However, like many video games, Guitar Hero can get boring after a while. Has Guitar Hero gotten boring for you, but you still want to play it a little bit Posted 09/24/26
Oct '17 play Expert at Any Guitar Hero|written 10/18/2017 Welcome everyone, here I will show you how to play Expert at Guitar Hero III under 2 weeks! (Only if you are a newbie!) 
Be an Awesome Fallout 3 Player Nov '39|posted 11/23/2039 You want to be a pro at Fallout 3? 
October of 2023 mod a Killswitch Into Your Guitar Hero Guitar (Strum)|Published 10/02/2023 a kill switch on a regular guitar cuts out the pickups on the guitar. Doing that causes a cool effect as heard in Jordan. Since the GH2 remotes are plastic, and don't have pick ups... The kill switch does the exact opposite.
2019 February paint Your Guitar Hero Guitar|created 02/09/2019 are you tired of looking at your white and black Guitar Hero X-Plorer guitar controller? It's really a nice guitar, but rather plain. Painting it will not only make it look better, but make it into something you can truly be proud to use and show off.
06/1/40 complete the Big Trouble in Big Town Quest in Fallout |There definitely is trouble in the ghetto village of Big Town. Raiders and slavers and mutants, oh my! What can you do to ease the strain on these poor people created 06/01/40
Act Like Tifa Lockhart 02/12/15|Have you ever felt like you want to be a bit more like the beautiful, kind yet a little mysterious character Tifa from Final Fantasy VII? Well, follow these tips and you'll be a real life Tifa Lockhart in no time! Published 02/12/15
Apr of 2050 be Friendly With a Metro Protectron! (Fallout 3)| If you ever had problems with Metro Protectrons in Fallout 3, read this article. Written 04/25/2050
April '16 get Through Final Fantasy IV|If you want to know how to get through Final Fantasy IV, this article provides a comprehensive walk-through of part 1 covering getting to the village of Mist Created 04/11/2016
February 2032 go to Flight School in GTA V|released 02/20/2032 grand Theft Auto 5 is the very first game in the series that not only lets you fly helicopters but commercial jets as well. This exciting addition comes into play during the open-world exploration, as well as during heists.
05/02/26 find the Developer's Room in Final Fantasy IV|"published 05/02/26 on Final Fantasy IV, you can access a hidden place called ""The Developer's Room"". It's fairly easy and only takes a few minutes. If you are an avid fan of Final Fantasy IV, and want to access this cool secret place, read on."
Defeat the Mom Bomb on Final Fantasy IV 05/14/05| Is the Mom Bomb in FF IV annoying the heck out of you? Read this article to figure out how to finally make it past Mount Hobs! posted 05/14/05
49 years ago current date:09/05/20 go Parachute Jumping in GTA V|Created 01/01/71 grand Theft Auto certainly has no shortage of extreme activities for you to participate in. From racing Jet Skis in the open ocean to drag races through the alleyways of Los Santos, theres sure to be something to get your adrenaline pumping.
August of 2007 acquire the Odin Summon Spell in Final Fantasy | This wikiHow article will teach you how to acquire the Odin Summon in Final Fantasy 4. Odin is a summon that is supposed to kill enemies in one hit. released 08/08/2007
Go Jet Skiing in GTA V New Year's Day 2018|Although cars are the main focus of Grand Theft Auto, be sure to give nautical exploration its fair shot. Jet Skis are a fast and fun way to explore the games massive ocean Created 01/9/18
October 2033 go Scuba Diving in GTA V|Without scuba diving gear, Grand Theft Auto V players can only swim to a limited depth before suffocating, and miss out on much of what the ocean has to offer created 10/12/2033
October 2033 get the Military Jet in Grand Theft Auto V| Well we all want a jet in our hanger in GTA V. To get it, you have to enter the military base... How do you do it? created 10/12/2033
8/5/37 get More Money on Grand Theft Auto V Online|Being a great Grand Theft Auto Online player involves earning money wherever you can. As you rank up in the game, lining your pockets is important. A variety of tasks can help Posted 08/05/37
2/08/44 get Involved in a Domestic Situation in GTA V|A random event of Grand Theft Auto V titled Domestic requires you to give a man a ride after his wife kicks him out of their house. This event is available for any character during daytime hours, but you will need to have completed the Mr. Philips mission first released 02/08/44
9/04/41 get Inside Los Santos Customs on GTA V|Created 09/04/41 do you want to take a picture of a dead auto mobile worker or just take a selfie inside Los Santos Customs? Well here is a way to enter Los Santos Customs in Grand Theft Auto V.
April 2007 get a Tank in GTA V|The Rhino tank is a fantastic way to blow stuff up in GTA V and reach six stars. Locating a tank however, can be a difficult task if you dont know where to look Created 04/23/2007
Give Rides to Hitchhikers in GTA V 06/6/34|Hitchhikers are random pedestrians that youll encounter as you drive around the state of San Andreas in Grand Theft Auto 5. Overall, there are only four hitchhikers that youll find in the game, each plays a small role in the minor Hitch Lifts sub-missions Created 06/06/34
Get a Girlfriend in Grand Theft Auto (GTA) Aug 2034|released 08/17/2034 grand Theft Auto V is an action-adventure video game in which your character is allowed to roam free and partake in a myriad of activities. Although you're not able to get a 'typical' girlfriend in the game, you can have a girlfriend whom you are able to contact whenever you want.
Get Involved in Arrests in GTA V New Year's Day 2028|In Grand Theft Auto V, there are two random events in which the objective is to become involved in arrests. Both events require you to make a decision: help the officer or help the criminal written 01/07/28
beginning of 2028 get a Dog in GTA V|published 2/1/28 dogs, or any kind of animal for that matter, cannot be spotted in the Grand Theft Auto games until GTA V, the latest franchise of the game. In GTA 5, you can actually own one and take one named Chop for a walk.
08/4/22 summon a Helicopter in GTA|written 08/04/22 since the release of Grand Theft Auto: Vice City, helicopters have been a very valuable means of transportation in the game. It allows players to go wherever they want with ease and speed.
Nov '31 use a Chopper in GTA Online|Choppers are one of the most efficient vehicles to use on Grand Theft Auto 5 Online. It allows gamers to quickly get from one place to another without the trouble of going through streets and traffic, yet slow enough to enjoy the scenery of the game posted 11/12/2031
09/25/10 fight the Bandits in a Drug Shootout in GTA V|Published 09/25/10 in Grand Theft Auto V, some of the random events are not so random, and instead have specific requirements. One random event, a shootout that occurs at a weed farm east of Mount Chiliad, has a reward of up to $100,000.
Find the Funniest Easter Eggs in GTA V April 12|"Grand Theft Auto 5 (GTA V) offers an enormous world filled with fun and unique approaches to the player's experience. If you would like to ""spice it up"" a little bit though, try finding funny and unique ""Easter eggs"" created 04/08/"
Use Custom Tracks on Grand Theft Auto PSP Games April 12|Driving around Liberty City with your favourite tunes on the car radio is certainly worth doing. Here is a simple way that lets you do just that. Because of the necessity to convert the audio files to created 04/08/
Travel Fast in GTA Online April of 2040|Created 04/13/2040 travelling by land is the most common means of transportation in Grand Theft Auto 5 Online. Although there are tons of carsstarting from basic commuters to super carsto choose from, it is still not the most efficient way of getting around the enormous state of San Andreas.
Stunt Jump in GTA Feb 2044|posted 02/16/2044 stunt jumps are quick vehicle tricks that you can do to earn extra money bonuses during the game. Stunt jumps are available in all version of GTA, starting from Grand Theft Auto 3 to current installments, and can be done in random places.
01/28/33 steal Boats in GTA|created 01/28/33 starting from Grand Theft Auto 3 up to the present version of the game, boats get you from one island to another very quickly. You dont have to run through curves and turns, or across traffic; you can simply just cut your way through the water on to your next destination.
01/28/33 manually Control a Goalkeeper in Fifa |created 01/28/33 in FIFA 08, the concept of controlling a goalkeeper is no longer as fickle as just holding the triangle button, (within limitations), but this is the time you can try to take charge of the goalkeeper.
